"AGID","lab_id","catalog_number","set_id","peptide_target","TCGA-2J-AAB4-01A","TCGA-2J-AAB8-01A","TCGA-2J-AAB9-01A","TCGA-2J-AABA-01A","TCGA-2J-AABF-01A","TCGA-2J-AABH-01A","TCGA-2J-AABK-01A","TCGA-2J-AABO-01A","TCGA-2J-AABR-01A","TCGA-2L-AAQA-01A","TCGA-2L-AAQI-01A","TCGA-2L-AAQJ-01A","TCGA-2L-AAQL-01A","TCGA-3A-A9I5-01A","TCGA-3A-A9IB-01A","TCGA-3A-A9IH-01A","TCGA-3A-A9IU-01A","TCGA-3A-A9IX-01A","TCGA-3A-A9IZ-01A","TCGA-3E-AAAZ-01A","TCGA-F2-6879-01A","TCGA-F2-A44G-01A","TCGA-F2-A8YN-01A","TCGA-FB-A4P5-01A","TCGA-FB-A4P6-01A","TCGA-FB-A545-01A","TCGA-FB-A5VM-01A","TCGA-FB-A78T-01A","TCGA-FB-AAPQ-01A","TCGA-FB-AAPZ-01A","TCGA-FB-AAQ1-01A","TCGA-FB-AAQ6-01A","TCGA-H6-A45N-01A","TCGA-HV-A5A6-01A","TCGA-HZ-7919-01A","TCGA-HZ-7925-01A","TCGA-HZ-8001-01A","TCGA-HZ-8002-01A","TCGA-HZ-8003-01A","TCGA-HZ-8005-01A","TCGA-HZ-8315-01A","TCGA-HZ-8519-01A","TCGA-HZ-A4BK-01A","TCGA-IB-7644-01A","TCGA-IB-7646-01A","TCGA-IB-7647-01A","TCGA-IB-7649-01A","TCGA-IB-7651-01A","TCGA-IB-7652-01A","TCGA-IB-7885-01A","TCGA-IB-7886-01A","TCGA-IB-7887-01A","TCGA-IB-7888-01A","TCGA-IB-7889-01A","TCGA-IB-7890-01A","TCGA-IB-7891-01A","TCGA-IB-7893-01A","TCGA-IB-8126-01A","TCGA-IB-8127-01A","TCGA-IB-A5SO-01A","TCGA-IB-A5SP-01A","TCGA-IB-A5SQ-01A","TCGA-IB-A5SS-01A","TCGA-IB-A5ST-01A","TCGA-IB-A6UF-01A","TCGA-IB-A7LX-01A","TCGA-IB-A7M4-01A","TCGA-IB-AAUM-01A","TCGA-IB-AAUN-01A","TCGA-IB-AAUO-01A","TCGA-IB-AAUP-01A","TCGA-IB-AAUS-01A","TCGA-IB-AAUU-01A","TCGA-LB-A7SX-01A","TCGA-LB-A8F3-01A","TCGA-LB-A9Q5-01A","TCGA-M8-A5N4-01A","TCGA-OE-A75W-01A","TCGA-PZ-A5RE-01A","TCGA-Q3-A5QY-01A","TCGA-Q3-AA2A-01A","TCGA-RB-A7B8-01A","TCGA-RB-AA9M-01A","TCGA-S4-A8RM-01A","TCGA-S4-A8RO-01A","TCGA-S4-A8RP-01A","TCGA-US-A776-01A","TCGA-US-A779-01A","TCGA-US-A77E-01A","TCGA-US-A77G-01A","TCGA-XD-AAUH-01A","TCGA-XD-AAUI-01A","TCGA-XD-AAUL-01A","TCGA-XN-A8T5-01A","TCGA-YB-A89D-01A","TCGA-YH-A8SY-01A","TCGA-YY-A8LH-01A","TCGA-Z5-AAPL-01A"
"AGID00036",323,"2401","Set181","HSP27_pS82",0.559055916369703,-0.728279881221444,-0.111747114652403,0.415323566504381,0.511621946743322,0.635784567257011,0.403515500377964,0.172350356859543,0.764847767589169,1.39923127408592,1.32576603955169,0.751767547265756,0.757989135636497,0.633032397787685,0.781426010621356,0.811575418530968,0.995469848181977,0.357387248922661,-0.838899433855752,1.33307611285157,NA,0.6074906,-0.7073123,0.4297426,0.4778727,0.4362259,0.2716022,0.8668355,-1.316894,0.1182373,-0.6078813,-0.1092614,0.5182813,0.3493101,0.8582046,-0.2179911,-1.802965,-1.879438,-1.856595,-1.963771,0.4503946,0.2050339,0.5734748,-0.770052,-1.640207,-1.617162,-1.091581,-1.911654,-1.558883,-1.043941,-1.620529,-1.123372,-1.423102,-1.077092,-1.36281,-1.351443,-2.007783,0.4105539,0.6428779,0.2631663,0.2598484,0.4266758,0.7392516,0.5015672,1.249106,0.09992942,0.5382461,0.5346346,0.2991403,0.06633829,1.195898,0.1830221,0.4065885,1.001436,0.2414263,0.4647917,0.5315904,-1.066812,0.3137442,0.7202911,0.5009451,0.2831003,-0.2974038,1.126643,0.2572,1.056256,-0.1487221,1.052389,1.157869,0.49252,1.00155,0.3177906,0.9681866,0.952468,0.9104187,0.6286708,0.4210029,-1.908532
"AGID00320",1808,"12165","Set181","HSP60",-0.51728825280271,0.267003580305136,0.0348153985137308,-0.0551683698638903,-0.402101911721965,-0.360202803082752,-0.238165746943533,0.507966596155779,0.957412639774159,-0.0525279678730609,-0.353294377890045,-0.329703500471212,0.0820526765676956,-0.397313039408316,-0.289924840823667,-0.206248600921021,-0.119614448968769,-0.219378715769186,0.231701625204548,-0.180605261635985,NA,-0.3397017,0.6030717,-0.205092,-0.6000448,-0.1837375,-0.2780322,-0.1012847,-0.1221398,-0.1488554,-0.5770408,0.7313809,-0.2782249,-0.09558418,-0.2574142,-0.4991635,-0.7664476,-0.522692,-0.1543098,-0.0380383,-0.6706916,-0.4688711,-0.1728432,-0.2773957,0.1502544,-0.3772093,-0.4607837,0.103256,-0.6133044,-0.08864713,0.186815,-0.1165699,0.02149,-0.04898331,-0.5454569,-0.2513388,-0.1789835,0.0348154,-0.4879101,-0.4591487,0.9908842,-0.3999305,-0.4968885,-0.3507887,-0.3543828,-0.1398708,0.4627833,-0.1600319,-0.1955431,-0.2477865,-0.2815695,-0.4470895,-0.06192489,0.02797885,-0.1335122,-0.1471192,-0.5795125,0.6169608,-0.238708,-0.6082626,-0.1209251,-0.3451923,-0.8129906,-0.2185977,1.415424,-0.3166544,-0.3239317,-0.263955,-0.3188956,-0.4257714,-0.4643572,0.0006779509,-0.6607305,-0.04135838,-0.451647,-0.4912236,-0.00121621,-0.1898501
"AGID00037",325,"4872","Old","HSP70",-0.13027,-0.028954,-0.0093487,0.53107,-0.60451,0.55456,-0.24835,-0.35523,-0.36966,-0.21432,-0.29983,0.41324,-0.23537,0.26894,1.1984,-0.55633,1.0914,0.39969,0.741,-0.83207,-0.47689,-0.84257,-0.2652,-0.76059,-0.79306,0.80783,0.17152,-0.83671,-0.36533,0.38543,-0.56571,0.76889,-0.66599,-0.12415,-0.72412,-0.31023,-0.031223,-0.56535,-0.75109,1.0539,0.3953,-0.24881,-0.40442,0.26231,0.21615,-0.15286,0.26915,-0.86557,-0.90467,0.81262,-0.57188,0.0020688,0.7461,0.10912,-0.20114,-0.90106,0.40661,0.024502,0.12671,0.33988,-0.64585,-0.57135,0.01576,0.023508,-0.68234,1.1495,0.092064,-0.82167,0.6764,-0.0030143,-0.55347,-0.95972,-0.50003,0.46951,-0.74227,-0.25099,0.32878,0.55317,0.69211,1.0615,-0.090932,0.56352,0.34194,-0.86442,-0.33383,-0.46734,0.52304,-0.088913,0.99506,-0.044913,-1.2398,-0.42042,0.37711,-0.72683,-0.20049,-0.30974,-0.07101,-0.05305
"AGID00366",2158,"86630","Set181","IDO",1.15150907478867,0.444047953030965,0.180861613473286,-0.368976947025951,1.38776985999063,0.253593905014452,0.40795968721761,-0.142338589329025,0.499568087805768,-0.318094031990532,0.145136758610582,0.284767255309925,0.0160654478788081,0.535838131436826,0.176576892282618,-0.132490713469864,-0.0943109774097939,0.0202860377884847,0.74691690688209,1.80215560751814,NA,0.5282643,-0.03035107,1.160351,-0.1926491,-0.4435656,0.8399108,0.3663355,0.3327722,0.9278714,-0.1979124,0.4410529,0.3516282,0.5300617,0.4744619,-0.1834198,0.2458703,-0.3736464,1.405346,3.05087,3.252091,0.2230526,0.521835,2.013614,3.52497,0.1330917,0.1685698,2.85027,-0.872088,0.0120485,1.778156,-0.2872688,0.2720365,0.08291445,-0.4205817,0.387276,-0.9391341,0.9121035,0.3931763,0.1772563,0.1041812,0.7694629,0.2822794,0.09023895,-0.02008944,-0.3987536,2.161026,-0.006736409,0.6478097,1.65354,-0.04804492,0.2932233,0.5946265,0.5315859,-0.3251063,0.7473608,1.943237,0.8162532,1.270584,-0.3040642,-0.07664492,0.3816062,-0.6801632,0.7969389,0.1143496,3.151582,0.124667,-0.3293104,-0.3594498,1.099974,-0.6029376,-0.08746004,0.1713511,0.2784446,-0.2092087,0.7040149,0.4059975,2.271629
"AGID00197",1221,"3024","Old","IGF1R_pY1135Y1136",0.35193,0.39706,0.46281,0.57237,0.43579,0.64313,0.38207,0.4481,0.72544,0.32022,0.57572,0.67455,0.7916,0.2453,0.70353,0.29087,0.76889,0.35281,0.62696,0.46317,0.2746,0.84174,0.18328,0.19848,0.16603,0.46411,0.31601,0.62174,0.4773,0.41365,0.28902,0.38714,0.56309,0.53239,0.1787,0.56173,0.86999,0.57047,0.93303,0.60043,0.28057,0.8195,0.91499,0.63385,0.63875,0.46661,0.5028,0.30739,0.32809,0.58911,0.39515,0.65217,0.51171,0.44544,0.41429,0.49838,0.43546,0.55658,0.43117,0.5817,0.26658,0.43306,0.44007,0.4423,0.55937,0.62527,0.34837,0.89773,0.25185,0.1814,0.45814,0.46922,0.32718,0.071155,0.51721,0.44223,0.46034,0.4177,0.36437,0.53719,0.50603,0.45329,0.46567,0.32452,0.28002,0.55249,0.29994,0.5778,0.46987,0.71586,0.23103,0.47967,0.46769,0.31278,0.32205,0.51042,0.40322,0.57654
"AGID00038",335,"3922","Old","IGFBP2",1.1121,1.112,0.42003,0.74269,0.60496,-0.50772,1.2559,0.61151,0.48842,1.5333,1.3933,-0.32229,0.68766,0.66132,0.059625,0.84127,-0.038153,-0.083924,0.68038,0.81014,0.79632,0.11254,-0.12932,-0.51687,-0.75795,0.63948,-0.099558,1.0981,1.2419,0.26239,0.031028,0.62503,0.61498,-0.014909,-0.30918,0.67223,1.1108,0.76168,2.2384,0.20531,-0.34763,0.89442,1.5176,-0.19965,-0.22891,0.2208,0.71952,1.0041,1.3578,-0.42348,-0.22346,0.34949,0.51284,-0.030619,0.89158,0.84669,-0.42444,0.45133,0.2908,0.79131,0.65438,-0.095129,0.091121,0.60596,0.93475,0.063158,-0.049324,0.76395,-0.12375,-1.0406,0.7621,0.37029,0.73606,-0.35122,0.77433,0.11267,-0.5057,1.6586,0.19262,1.1896,-0.30749,0.34316,0.14414,0.23167,2.2144,1.4166,2.1375,0.9208,0.47525,1.4092,0.89147,0.62485,-0.030055,1.1807,1.524,0.34602,1.279,0.41398
"AGID00090",793,"611504","Set181","IGFBP3",1.38512744963792,1.35462524207483,0.939382676041445,0.667103045240845,1.13584923436994,1.09900502491347,0.90490451560554,0.737679709283309,0.204858456841446,0.635660052468306,2.09006582621093,1.49496866124777,1.29451363033598,1.1740659269483,1.24139479495767,1.26904061018607,0.927859129916128,1.09804119101575,1.21408698736324,0.920126001607982,NA,1.674492,0.8736568,0.7084139,1.298235,1.532652,1.083488,0.8926705,0.7288536,1.516975,0.2528482,0.9633362,0.9936214,0.6905717,1.145428,1.15896,1.300015,0.5534883,1.398326,1.196978,1.132554,0.3601096,0.6114522,1.131111,1.073141,1.034824,1.204142,1.906851,1.156236,0.5259261,0.5500097,1.440264,0.7649225,0.8675278,0.6558277,1.020874,1.672014,1.187034,0.6039517,1.864511,0.9165351,0.9452874,1.013242,2.140957,0.8808772,1.303352,1.530422,0.8104216,1.084156,1.610305,1.561818,0.9559057,1.520945,0.6765094,1.405798,1.143516,1.686615,1.359423,0.8727637,0.5824702,1.164512,1.273104,0.8514368,0.5658941,0.9731684,1.153845,1.21614,1.921971,1.543929,1.072691,0.6285138,1.085641,0.6683631,2.1551,1.673646,1.705302,1.142671,1.581003
"AGID00039",336,"3027","Set181","IGFRb",-0.804698707831053,-0.860625095848789,-0.906377734454477,-0.631494057120069,-1.25018116147433,-0.874888016663333,-0.878129760921945,-0.426049692223671,-1.03816342259945,-0.539002545102093,-0.852137803399683,-0.908234423170158,-0.647239163154751,-0.826846209635181,-0.958142559570355,-0.676626769696304,-0.956308442045104,-0.51097343012555,-0.17880289581328,-0.478718128205786,NA,-1.122607,-0.07441877,-0.920372,-0.6802689,-0.4556094,0.0468748,-0.4269048,-0.5960771,-0.2564534,-1.076757,-0.5716081,-0.8525339,-0.8406279,-0.3324734,-1.244996,-1.027664,0.01391018,-0.4883868,0.0863476,-0.1722539,-0.2152697,-0.7832518,-1.027656,-0.5848288,-0.3806627,-0.4167394,-0.7071808,-0.5422279,-0.3177967,0.1332572,0.3139316,-0.5512206,-0.02789227,0.08704849,-0.2611369,-0.4143676,-1.015413,-0.4999847,-0.8121679,-0.8163875,-0.1853911,-0.7769716,-0.8928293,-0.6747176,-0.2458643,-0.6959408,-0.3520239,-0.08051149,-0.956912,0.1376884,-0.9510393,-0.6119124,-0.6659981,-0.1545295,-0.5561406,-0.894573,-0.9712811,-0.6088492,-0.6184613,-0.7858828,-0.5667215,-0.4794916,-0.9145152,-0.8508502,-0.9428699,-0.7073363,-0.4136035,-0.4700906,-1.1576,-0.622265,-0.7853776,-0.6876569,-0.8704239,-0.6736871,-1.402891,-0.1609304,-0.8984689
"AGID00336",1949,"12153","Set181","IL-6",-0.421100235214776,-0.34894401410893,-0.18516491801105,0.287766047502825,-0.176174612828938,0.0119406259870223,-0.320463622193167,1.05031341710204,1.49275002968028,-0.438344409200317,-0.27539120276599,0.0156685401310992,-0.26422821700755,-0.287951000337813,0.0241300074359776,-0.361102079306739,0.31420982616993,0.102321281918677,0.433992161480237,-0.45988706430782,NA,-0.2305039,-0.2151079,-0.1655711,-0.6534198,0.05435455,-0.4868973,-0.3822092,-0.09282438,-0.08591388,-0.1892052,0.6793618,0.03249303,-0.04187146,-0.2236388,-0.267344,-0.192566,-0.3222155,-0.5339069,0.4755263,-0.3169562,-0.5489785,-0.3498278,-0.08288486,0.2955489,0.09544521,0.04533312,0.01944594,-0.2094358,0.1205336,-0.3137034,0.7567964,0.2027338,-0.04785248,0.04065278,-0.426209,-0.06114472,-0.2285666,-0.3405125,-0.1201165,-0.4739054,-0.3444405,-0.1229604,-0.02779008,-0.4189412,0.3500017,0.2159109,-0.2655826,-0.208664,-0.3949424,-0.1962934,-0.0009044976,-0.4001788,-0.2147723,-0.04507043,-0.3921954,-0.03572362,-0.3427587,0.04021294,-0.0370831,0.359544,-0.07833169,-0.2525596,-0.5505644,-0.3926156,-0.2664662,-0.2328654,-0.2065998,0.03619658,-0.2757501,-0.1156637,-0.3712546,-0.1185578,-0.5649454,-0.4442441,-0.04286676,-0.1371518,0.1357444
"AGID02221",2583,"57145","Set181","IMP3",-0.302707953722693,-0.112120044183943,-0.0468511632292496,-0.114829185044703,0.0225561211900912,-0.272601818049138,-0.159418992528832,-0.0449250596405364,0.158732638367204,-0.269946831638722,-0.0210732508494564,0.0144515158665654,0.0716627814349999,-0.294187168698694,-0.120765118817241,-0.189702547489875,-0.72039955085789,-0.171900392322821,-0.0999029080732103,-0.211553094467431,NA,0.06080535,-0.03802295,-0.2505199,-0.1732499,-0.006940218,-0.1512328,0.04202622,-0.5846769,-0.1352003,-0.2814248,-0.2225072,-0.1742462,-0.1289511,-0.1150009,0.04506163,0.410585,-0.3132146,0.4740135,0.04301365,-0.2749924,-0.3946883,0.001283761,0.07407493,0.1089622,-0.2053253,-0.09193248,0.2562988,0.2038947,-0.1834166,-0.2141163,-0.149236,-0.1260481,-0.0305546,-0.3817208,0.1736806,0.8465073,-0.05496725,-0.3311297,-0.06785392,-0.04238338,-0.02563221,-0.1014462,0.08527977,-0.05744706,0.1771935,-0.01093894,-0.3515448,-0.1064916,-0.0380335,-0.09882896,-0.09507829,-0.02902746,-0.1378607,0.01451018,-0.02529858,0.1118078,0.1848024,-0.06204189,-0.009859676,-0.1384867,-0.3396945,-0.2850887,-0.05810266,-0.02015544,-0.06583585,-0.2173649,-0.1000756,-0.1429053,0.1778195,-0.3482259,0.148361,-0.2498833,-0.154519,0.001278615,0.02571893,-0.0424418,0.09406307
"AGID02153",2459,"14543","Old","INPP4B",0.8949,2.071,-0.022663,0.61892,-0.33499,-0.54181,0.91792,0.90421,0.0027289,4.3166,2.8535,1.7111,1.3642,0.14477,0.26343,2.1618,0.68717,0.56825,0.91116,2.5689,1.5815,0.80214,1.7001,1.402,2.229,1.9006,0.3114,1.4181,0.34119,-0.029274,0.46472,0.56858,0.75304,1.7125,2.7736,0.64813,1.8524,0.41438,0.90435,0.96068,2.4462,0.52403,0.58512,0.97715,2.1169,0.76394,1.1035,0.91102,1.3625,1.5008,2.0143,1.0166,0.56357,1.783,2.3071,0.77547,3.4448,2.0762,1.9112,1.602,2.7376,1.3039,2.2441,0.34937,1.0559,1.036,1.7208,0.80585,3.2578,0.99155,1.7036,0.84758,2.7638,0.95054,0.95849,0.71413,1.4366,1.3084,0.96205,0.41353,0.74275,0.73115,1.9385,2.8558,1.5995,2.4748,0.73612,1.7534,1.275,0.66173,-0.048049,-0.19389,0.767,1.792,2.6578,1.242,2.0061,0.17174
"AGID00272",1586,"3025","Set181","IR-b",0.0694759283847699,0.526105521856261,0.40448685665225,0.0106905083778336,-0.115984470280141,-1.14603545225915,0.154454010230263,-0.59549980185317,-1.81021646674537,0.598837731541991,0.0374324819255726,0.682093719813878,0.230946398086254,-0.302079537906186,-0.528010175242556,-0.0256135714731257,-0.506062078423352,0.0121416365041186,0.0619663996472904,0.755540093351277,NA,-0.4256771,0.7619564,0.3274394,-0.08898114,0.008413162,0.8239471,1.121165,0.4117777,0.8171576,-0.3541181,0.4242047,-0.1484739,0.4403276,0.6156764,0.322386,-1.36075,-0.4951721,0.2333144,-0.6424342,0.3162978,0.8187045,1.206073,-1.097485,-0.6204231,-0.254734,0.5650023,0.5215403,0.4942594,0.1084102,1.083777,0.1214667,-0.3901456,0.6518417,-0.02895814,0.8416436,-0.2751606,-0.8162566,0.2911192,-0.0248355,1.050155,-0.1964654,-0.4301945,-0.004166476,1.298932,0.2006417,0.3748058,0.9812734,0.8872608,-0.3223036,-0.008141847,-0.1093547,0.7470172,-0.3069596,1.194889,0.6287691,-0.5942181,-0.0623618,0.06722551,-1.220389,-1.350152,0.3181218,-0.4121939,1.275435,-0.0462064,0.3547573,0.8590359,0.01352791,0.2373688,0.9493527,-0.07350864,0.5825868,-0.4708089,0.3543949,0.6597194,-0.7040725,0.7504636,-0.6747229
"AGID00519",2519,"4302","Set181","IRF-3",0.308855936005013,0.768603816678776,0.74440326717091,0.0916633868862192,0.56645402243193,0.0901674662741578,0.379150114142731,0.0600283989939748,-0.217183998723739,0.251060912202969,0.536861710301812,0.974262356356696,0.172254428713426,0.159937562789744,0.820938788415629,0.610832183191269,0.315380150748414,0.520520851923632,-0.0437003286658607,0.125971328045568,NA,0.5508719,0.2688302,0.4566657,0.2907072,0.3935779,0.3536279,0.4822714,0.1629832,0.09956835,0.0860593,0.375331,0.1536225,0.7819459,0.5232705,0.5153074,0.8409631,0.05490277,0.02073146,-0.0848273,-0.3374971,-0.02268848,-0.02695643,0.6516164,0.5517983,-0.0727985,0.11714,0.391961,0.003813128,0.5123951,0.451183,-0.04014619,0.5823551,0.5006933,0.007344326,0.1993713,1.087324,0.1599533,0.07423715,0.2377268,0.3875637,0.3395278,0.3073068,1.044376,0.2270236,0.1210734,0.701309,0.0949742,0.3377196,1.001933,0.6859928,0.02086098,0.5149465,0.4354567,0.2892947,0.5616852,0.8060729,0.649346,0.5303013,0.09014466,0.07064427,0.7104213,0.1440824,-0.07992153,0.2916342,0.5344393,-0.3415294,0.3074739,0.3655284,0.2295558,0.1445987,0.5285241,0.2712903,0.596677,0.520232,0.9141815,0.4875501,0.9046205
"AGID00520",2520,"4947","Set181","IRF-3_pS396",0.211686036017925,0.351634079885068,0.211101738140088,0.267588038004657,0.582817732472433,-0.418214324615861,0.225019085123609,-0.181478836853761,0.412894807708865,0.0520053573249103,0.060262158307895,-0.485552976250541,0.0632114900069341,-0.84887851844751,-0.308305748496724,-0.0417677785987237,-1.15315154882459,0.0685772876726232,-0.316016399301087,-0.360943665426186,NA,0.8929391,0.2379987,-0.1631724,-0.1134454,0.06998401,-0.05594978,0.2930911,-1.032115,0.02111145,0.2010967,-0.211267,0.07308344,0.1388273,0.3212937,-0.1824072,-0.6407816,-0.7354937,-0.4262591,-0.8669278,-0.1214258,0.8707071,0.5617035,-0.5318625,-0.9075692,-1.19319,-0.7992734,-0.9870717,-1.121012,-1.369699,-0.5639837,-0.6659372,-0.9043564,-0.9012594,-1.140295,-0.5788458,-1.152117,0.3801187,0.02755075,-0.1952485,0.2965093,0.1906307,-0.4516206,-0.1766444,0.5709339,0.0643038,0.06152155,0.5529455,-0.08308453,-0.3116016,0.0696885,0.2306288,-0.01428676,0.2876229,-0.2880397,0.2054083,0.0705065,-0.300126,0.1558101,-0.4207267,-0.6321264,-1.467367,-0.9915248,0.07470702,-0.02280648,-0.00881863,-0.03427654,-0.004301493,-0.07906126,0.8104483,-0.08457534,0.51952,-0.4529379,0.06002472,-0.07699955,0.08009841,0.03177252,0.249571
"AGID00223",1316,"sc-497","Old","IRF1",0.45808,-0.052684,-0.08422,-0.11197,0.2734,0.28393,0.090096,0.39169,-0.17704,0.09123,0.15678,0.04569,0.0014539,-0.1623,-0.31345,-0.15814,-0.096407,-0.14416,-0.088534,0.49728,-0.015571,-0.5445,0.22542,-0.1609,-0.064225,0.1981,0.10122,-0.22904,0.0749,0.23692,-0.12394,0.35056,-0.16799,-0.198,-0.10011,-0.20536,-0.49739,-0.3284,-0.30781,0.038732,-0.042143,-0.29119,-0.28706,-0.25998,-0.12614,-0.092393,-0.25895,-0.23232,-0.1033,0.069018,-0.079342,0.023723,-0.12457,-0.40067,0.15362,-0.30706,0.093935,0.1624,-0.085561,-0.033061,0.1427,0.14509,0.051729,-0.041216,-0.3926,0.19198,-0.23279,-0.12603,0.065789,0.11903,-0.2244,0.03962,-0.017931,-0.26488,-0.2085,-0.15432,-0.32301,0.5801,-0.14736,0.005229,0.04624,0.17165,0.25834,0.1778,0.13889,-0.076911,0.35374,-0.36373,-0.5114,-0.16082,0.28161,0.16308,-0.37559,-0.070764,0.29483,0.1333,0.30121,0.053414
"AGID00092",802,"06-248","Old","IRS1",0.40604,0.4556,0.55225,0.61331,0.38473,0.35847,0.37682,0.53523,0.45162,0.23721,0.1888,-0.0074345,0.032093,-0.17624,0.16998,0.27693,0.4078,0.27577,0.36693,0.66303,0.3266,0.084005,0.73809,0.39006,0.30628,0.23844,0.49347,-0.11562,0.52267,0.74626,0.51422,0.70069,0.10313,0.049278,0.63652,-0.16703,0.38015,0.15207,-0.17403,0.50924,0.44556,-0.12456,-0.075973,0.0036337,0.20696,0.59314,-0.046611,0.089088,0.12477,0.19671,0.20568,0.4395,0.038858,0.13041,0.088952,-0.21411,0.36588,0.020289,0.24213,0.22557,0.13265,0.52757,0.18351,0.040879,-0.038165,0.46797,0.22585,-0.0073222,0.57096,-0.14257,0.32606,0.11415,0.35137,-0.045413,0.2618,-0.094205,0.056414,0.23837,0.027868,0.47794,0.26229,0.25479,0.34546,0.18073,0.35658,0.15766,-0.080882,0.011251,0.23075,0.35871,0.85358,0.33536,0.065074,-0.064411,0.2735,-0.056959,0.25392,0.53857
"AGID00040",371,"4502","Set181","IRS2",-0.382067200154317,-0.295772320220494,-0.513503690073708,-0.0138339348402591,-0.724569672364929,-0.47474855930781,-0.462344013988461,-0.254122616731947,-0.410921529412301,-0.251289705527008,-0.305126122199968,-0.596523765426056,0.279508931223028,0.0622634462317932,-0.386682546453941,0.398167764136862,-0.112157749321026,0.159638804933361,0.0856586919703367,-0.03217240229563,NA,-0.5889477,0.2554601,-0.2613919,-0.07376638,-0.06432894,0.5776571,-0.2123552,-0.1275186,-0.3910688,-0.2930569,-0.3251851,-0.01175887,-0.4355793,0.1704569,-0.6497378,-0.2765903,0.4321731,-0.02752911,0.6671815,0.1760212,-0.16999,-0.2964821,-0.4131007,-0.09741868,0.3010718,-0.2103326,-0.2442657,0.2159782,-0.4448941,0.5212057,-0.113114,-0.135269,0.3197172,0.624392,0.05148509,0.7746318,-0.635369,-0.1669722,-0.1094318,0.312878,0.340951,-0.06176425,-0.7177675,-0.361094,0.855187,-0.4338865,-0.1490201,0.8363459,-0.4213308,0.0660631,-0.2491493,-0.02049434,-0.07241417,0.9350393,-0.2754616,-0.723333,-0.4261588,-0.700146,-0.3174635,-0.5670053,-0.7593859,0.1659246,0.0380415,-0.4144971,-0.1797015,1.221878,-0.2164623,-0.2695936,-0.5885007,-0.2510213,-0.3762113,-0.5087882,-0.02876929,0.1777648,-0.916324,0.3155219,-0.2554635
"AGID00250",1394,"sc-13157","Old","JAB1",0.06425,0.12853,0.38005,0.093258,0.24239,-0.95418,0.10782,-0.077675,0.35707,-0.16507,0.029075,-0.26442,-0.034826,-0.13446,-0.39756,-0.0054066,-2.9521,-0.2099,-0.17677,-0.38653,-0.030668,0.3351,0.022165,0.10688,-0.13665,-0.021644,-0.16963,0.36478,-0.11617,-0.21664,0.061836,0.072384,0.09935,0.087391,0.33909,0.13594,-0.0051569,-0.21849,0.62942,-0.16593,-0.032488,0.46235,0.3341,0.10137,0.15579,-0.18231,0.11872,0.30545,-0.054956,-0.21304,0.1326,0.11231,0.004334,-0.043958,-0.43444,0.41919,-0.14715,0.0085253,-0.047245,-0.01675,0.4268,-0.029434,-0.28514,0.13297,0.36205,-0.26904,0.29058,0.31678,-0.1999,-0.059374,0.034375,-0.03231,0.19353,0.057994,0.070723,0.31114,0.09104,0.13457,-0.041259,-0.34115,-0.26346,-0.36669,-0.46126,0.076521,0.0012723,0.14538,-0.34381,-0.15578,-0.14107,0.59156,-0.13211,-0.039105,0.021586,0.0444,-0.10545,0.20237,-0.14424,-0.00065731
"AGID00256",1413,"ab109536","Set181","Jagged1",0.0232484799079758,0.00356697421302202,0.0333067615327832,0.0200910201147957,-0.14939814019644,0.191558446272756,-0.0610751873735788,-0.132156373148155,-0.0700394269574736,-0.0908032632387584,-0.158618322211333,0.00705449311258823,0.0964862579618655,0.112126027669329,0.200351959697665,-0.107885440653428,0.0529577509510764,0.0375154147438142,0.0571424216222032,-0.0422974406267074,NA,-0.2624064,0.02701502,-0.1301199,0.02307005,0.04415971,0.1226263,-0.1078316,0.09259598,0.01718572,0.1123161,0.1038371,-0.01882469,-0.1114467,-0.09316484,-0.04767548,-0.2298546,0.06355429,-0.08527193,0.2642144,-0.1111559,-0.2248894,-0.03925249,-0.3746351,-0.1954409,-0.0640501,0.08055946,-0.2334733,0.04017228,-0.2901833,0.002965653,0.2646335,-0.03763882,0.03313582,0.1878465,-0.03739442,-0.2064136,-0.02303835,0.01404436,-0.05619547,0.1116218,-0.01323205,0.03618078,-0.05977435,-0.1201258,0.1927687,-0.1415666,-0.05502804,-0.04053236,0.0001808656,-0.03537351,-0.09393333,-0.07630001,-0.0764784,-0.08135811,-0.01151825,-0.1341799,0.2321552,-0.2424802,0.01228664,0.07876348,0.04753047,-0.1567989,0.02220133,0.06575392,-0.08742085,-0.05788679,0.1457213,0.1443217,-0.08059396,0.1125839,0.2360225,0.06996998,0.03775191,0.1228669,-0.146442,0.1389184,-0.2712386
