"AGID","lab_id","catalog_number","set_id","peptide_target","TCGA-2J-AAB4-01A","TCGA-2J-AAB8-01A","TCGA-2J-AAB9-01A","TCGA-2J-AABA-01A","TCGA-2J-AABF-01A","TCGA-2J-AABH-01A","TCGA-2J-AABK-01A","TCGA-2J-AABO-01A","TCGA-2J-AABR-01A","TCGA-2L-AAQA-01A","TCGA-2L-AAQI-01A","TCGA-2L-AAQJ-01A","TCGA-2L-AAQL-01A","TCGA-3A-A9I5-01A","TCGA-3A-A9IB-01A","TCGA-3A-A9IH-01A","TCGA-3A-A9IU-01A","TCGA-3A-A9IX-01A","TCGA-3A-A9IZ-01A","TCGA-3E-AAAZ-01A","TCGA-F2-6879-01A","TCGA-F2-A44G-01A","TCGA-F2-A8YN-01A","TCGA-FB-A4P5-01A","TCGA-FB-A4P6-01A","TCGA-FB-A545-01A","TCGA-FB-A5VM-01A","TCGA-FB-A78T-01A","TCGA-FB-AAPQ-01A","TCGA-FB-AAPZ-01A","TCGA-FB-AAQ1-01A","TCGA-FB-AAQ6-01A","TCGA-H6-A45N-01A","TCGA-HV-A5A6-01A","TCGA-HZ-7919-01A","TCGA-HZ-7925-01A","TCGA-HZ-8001-01A","TCGA-HZ-8002-01A","TCGA-HZ-8003-01A","TCGA-HZ-8005-01A","TCGA-HZ-8315-01A","TCGA-HZ-8519-01A","TCGA-HZ-A4BK-01A","TCGA-IB-7644-01A","TCGA-IB-7646-01A","TCGA-IB-7647-01A","TCGA-IB-7649-01A","TCGA-IB-7651-01A","TCGA-IB-7652-01A","TCGA-IB-7885-01A","TCGA-IB-7886-01A","TCGA-IB-7887-01A","TCGA-IB-7888-01A","TCGA-IB-7889-01A","TCGA-IB-7890-01A","TCGA-IB-7891-01A","TCGA-IB-7893-01A","TCGA-IB-8126-01A","TCGA-IB-8127-01A","TCGA-IB-A5SO-01A","TCGA-IB-A5SP-01A","TCGA-IB-A5SQ-01A","TCGA-IB-A5SS-01A","TCGA-IB-A5ST-01A","TCGA-IB-A6UF-01A","TCGA-IB-A7LX-01A","TCGA-IB-A7M4-01A","TCGA-IB-AAUM-01A","TCGA-IB-AAUN-01A","TCGA-IB-AAUO-01A","TCGA-IB-AAUP-01A","TCGA-IB-AAUS-01A","TCGA-IB-AAUU-01A","TCGA-LB-A7SX-01A","TCGA-LB-A8F3-01A","TCGA-LB-A9Q5-01A","TCGA-M8-A5N4-01A","TCGA-OE-A75W-01A","TCGA-PZ-A5RE-01A","TCGA-Q3-A5QY-01A","TCGA-Q3-AA2A-01A","TCGA-RB-A7B8-01A","TCGA-RB-AA9M-01A","TCGA-S4-A8RM-01A","TCGA-S4-A8RO-01A","TCGA-S4-A8RP-01A","TCGA-US-A776-01A","TCGA-US-A779-01A","TCGA-US-A77E-01A","TCGA-US-A77G-01A","TCGA-XD-AAUH-01A","TCGA-XD-AAUI-01A","TCGA-XD-AAUL-01A","TCGA-XN-A8T5-01A","TCGA-YB-A89D-01A","TCGA-YH-A8SY-01A","TCGA-YY-A8LH-01A","TCGA-Z5-AAPL-01A"
"AGID00179",1170,"9565","Set181","b-Catenin_pT41_S45",0.166454360343524,0.166149824984238,-0.127869697940001,0.304594309139001,-0.0847729833626511,0.108128162535105,0.173212751150049,0.361134930923511,0.527551335564005,0.0735261197845153,0.251697942246165,0.71850925220961,0.175260256067993,-0.0984602341968278,-0.139418327896307,-0.0224787027149482,0.106154753942219,0.169599342897278,0.215413958662141,-0.0764058626606368,NA,0.1150388,-0.0733769,0.2000875,-0.08254863,0.1526757,-0.1096184,0.2285346,0.5366441,0.0569503,0.1633707,0.3801489,0.1202698,-0.226496,0.3126273,-0.2383643,0.5646214,0.7258823,0.5723609,0.5736224,0.3776621,0.2285591,0.3111454,0.3587217,0.4746854,0.4854175,0.5378321,0.3581981,0.5474364,0.3886069,0.4845578,0.8117295,0.3543279,0.5083977,0.7396612,0.510159,0.164676,0.1023758,0.3022002,0.06540903,0.1274951,-0.03146114,-0.02872596,-0.2352511,-0.1016137,0.2758365,0.1173728,0.2179369,-0.03638594,-0.3026349,-0.05986041,0.1562654,-0.02720248,0.07835875,0.1152521,-0.1121475,0.2949433,-0.1483339,-0.1457924,0.09111964,0.1559969,-0.2242719,0.3139855,0.302352,0.08600114,0.03914348,0.253776,0.1868572,0.03823048,0.277945,-0.09619306,-0.3217157,0.1201578,-0.1057119,0.1629201,-0.366147,0.1869924,0.7399292
"AGID00301",1725,"14058","Set181","B7-H3",-0.297286213663729,-0.392671809483831,0.840326484196285,0.448640873458244,0.928174501887742,0.584406088318908,0.10930830864318,0.466198860201725,0.977191764560942,0.213584926018575,0.198008669268615,1.17161080233469,0.284897826837787,0.550332095501258,0.846057098789933,0.46069261318432,0.403032848836928,0.640941620783643,0.266234546445781,0.331733708411817,NA,0.5804816,0.125133,-0.7627772,0.8572171,0.5999093,0.6782094,-0.1871032,-0.2098271,0.734988,-0.3848522,0.2396302,0.6891715,-1.683154,0.1402035,0.5898815,0.563839,0.8915589,-0.9000763,-0.200839,-0.2314559,-0.2079136,-0.1217892,1.212058,0.4965382,0.7271637,0.09019216,0.3002797,-0.2218393,0.2382859,0.3846074,0.111037,-0.2950026,0.002626176,-0.2449334,-0.2281838,-0.4530674,1.107523,-0.1760887,0.6355318,-0.2761689,0.9343104,1.132107,1.224262,0.7295274,0.5391429,-0.3568451,-0.2941603,0.5616481,-0.1008906,0.4235894,0.2921969,0.323018,-0.3176098,-0.223831,0.6710664,0.9390196,0.5310895,0.366256,0.2648322,0.3483471,1.032456,0.05196014,-0.2036629,0.0909667,0.334066,0.05368359,0.6860291,0.9151651,-0.5189424,0.3605151,0.5523431,0.9524129,-0.09519388,0.6579152,1.074277,-0.1499171,-1.530542
"AGID00302",1726,"14572","Set181","B7-H4",-0.47133385140137,-0.443023083286606,-0.238557373451656,-0.168951504008845,-0.258492144422967,-0.326938221127178,-0.436486932323214,0.0526834177403999,0.314951416116989,-0.451676211917438,-0.415777940582662,-0.17535406832099,-0.336246601971149,-0.309660236749957,-0.216516774713646,-0.391682873967996,-0.253283600415373,-0.196287598742947,-0.0655148556411102,-0.441831614973793,NA,-0.2033147,-0.3732838,-0.4100688,-0.4195349,-0.2163941,-0.3391169,-0.3701647,-0.2388763,-0.2565926,-0.4055654,-0.1933156,-0.2942244,-0.2112071,-0.4153217,-0.2215722,-0.07882908,-0.2519314,-0.2378847,0.04838672,-0.387292,-0.536559,-0.3118401,-0.1687062,-0.05656045,-0.2177221,-0.2449571,-0.2998083,-0.365181,-0.1208956,-0.3306181,0.1264567,-0.1302425,-0.1792727,-0.182227,-0.3036006,-0.1285841,-0.2588283,-0.4845004,-0.1994244,-0.392868,-0.3333091,-0.2444419,-0.1373942,-0.3266279,-0.1409317,-0.2940259,-0.4262849,-0.4187112,-0.3513374,-0.2982981,-0.305486,-0.3806402,-0.3304674,-0.3697687,-0.3120644,-0.169392,-0.3434101,-0.2260282,-0.2963811,-0.1055171,-0.2514793,-0.3262371,-0.4660066,-0.3343713,-0.4124801,-0.3043542,-0.3130563,-0.2853723,-0.2657188,-0.4333677,-0.07319702,-0.3427863,-0.4391574,-0.421182,-0.2793095,-0.3549013,0.04563212
"AGID00008",63,"9291","Old","BAD_pS112",-0.040527,-0.43788,-0.59974,-0.046751,-0.40619,-0.34758,-0.30348,-0.13619,-0.022379,0.42118,0.39412,-0.23736,0.085015,0.052024,-0.047454,0.70481,0.092505,0.27743,-0.60914,-0.048601,0.097122,-0.28343,-0.37414,0.26907,0.34607,0.11395,0.28722,0.25516,-0.043878,-0.13892,0.10263,-0.59136,0.14444,0.014575,0.70533,-0.15817,-0.24985,0.16112,-0.066025,-0.16278,0.45528,-0.033568,-0.25671,0.40186,-0.40382,-0.017654,-0.14889,-0.27073,0.3734,0.081578,-0.0061396,-0.032311,-0.13963,0.10879,0.17688,0.19086,-0.0887,-0.48428,0.40913,-0.086405,0.039166,0.35427,0.15778,-0.18494,0.059458,-0.099027,-0.3553,0.34254,0.39542,-0.0073569,0.42935,-0.04108,-0.0029267,0.48981,-0.12231,0.11744,-0.2109,-0.18641,-0.36117,-0.26092,-0.066974,-0.52344,0.19605,0.34077,0.1959,0.38532,0.038951,0.17698,-0.064205,-0.61826,0.029299,0.020221,-0.11336,0.43315,0.12248,-0.258,0.26615,-0.86123
"AGID00009",71,"1542-1/ab32371","Old","BAK",-0.86864,-0.049611,-0.24942,-0.4707,-0.61729,-0.49946,-0.61432,-0.96475,-0.01448,0.44027,0.48816,1.0606,0.77468,0.7908,1.1651,0.32558,1.3835,0.693,1.3766,0.091397,0.84621,0.7793,1.0153,0.36977,0.66899,1.0969,0.20021,0.26884,-1.3179,-0.44715,-0.44872,-0.81775,0.5841,0.75765,0.30118,1.2778,1.0336,1.1623,0.74585,1.5679,0.50132,0.48464,0.45776,0.87562,1.3558,1.07,0.98453,0.61871,0.48842,1.2862,0.70573,1.4897,0.76837,0.75623,0.51284,0.36279,1.3763,0.66986,0.57965,0.91247,0.51321,0.61359,0.96872,0.86874,0.30368,1.3161,0.78537,0.30975,0.44295,0.64839,0.66375,1.0038,0.52995,-0.020842,0.53399,0.66558,1.0692,1.3139,1.0921,1.1555,1.4057,0.89936,0.7408,0.19048,0.19299,0.42935,0.42519,0.89025,0.9075,0.31014,-0.89381,-0.77726,1.0634,0.17279,0.49063,0.76208,0.35205,-0.27533
"AGID00192",1207,"sc-28383","Old","BAP1C4",-0.65449,-0.8289,-0.87429,-1.0342,-1.4149,-2.1753,-0.85172,-0.6638,-1.3904,-0.29836,-0.23561,-0.83982,-0.39602,-0.26193,-0.66389,-0.19493,-0.58612,-0.28258,-0.70357,-0.27263,0.027616,-1.0027,-0.31127,-0.20226,-0.31847,-0.41248,-0.0038572,-0.20612,-0.70962,-1.2413,-0.68269,-0.84335,-0.28977,-0.24971,-0.33507,-0.73439,-1.2769,-0.16155,-0.21089,-0.4258,-0.20791,-0.3752,-0.51597,-1.047,-0.57481,-0.40568,-0.49628,-0.24029,-0.35745,-0.79372,-0.088326,-0.92044,-0.45356,-0.47798,-0.2459,-0.14702,-0.14632,-1.0384,-0.11895,-0.55283,-0.14246,-0.21055,-0.43933,-0.9882,-0.28556,-0.64512,-0.33265,-0.28346,-0.3305,-0.12608,-0.31507,-0.48861,-0.15357,-0.25619,-0.013724,-0.37828,-1.1433,-0.074907,-0.71095,-0.65335,-0.72292,-0.76456,-0.43363,-0.010183,-0.0090765,-0.17614,-0.1894,-0.49704,-0.53999,-0.90099,-0.63681,-1.5208,-0.68667,-0.38954,-0.27179,-1.2483,-0.31788,-1.098
"AGID00010",73,"2772","Old","BAX",-0.17656,-0.065073,-0.057222,-0.46192,-0.0089617,-0.1331,-0.2292,-0.54188,0.13343,-0.20741,-0.32989,0.64882,-0.492,0.17993,0.12573,0.12364,-0.37079,-0.1354,-0.46193,-0.24148,0.30427,0.97818,0.012135,-0.066832,0.14932,-0.37599,0.067199,-0.048411,-0.67061,-0.5749,-0.3222,-0.24261,-0.099927,0.48753,0.065881,0.4253,-0.45508,-0.055786,-0.76269,-0.48436,-0.44079,-1.2352,-0.63214,1.3702,-0.10869,-0.32438,-0.023136,0.026896,-0.68859,0.48355,0.18565,-0.23813,-0.3804,-0.36074,-0.37059,-0.34196,-0.32316,0.43821,-0.035544,-0.13353,-0.18868,0.29806,0.087085,0.33502,-0.45164,-0.32031,0.12584,-0.26574,-0.2664,0.50215,-0.041862,-0.38706,-0.20301,-0.25368,0.22987,0.20018,0.46306,0.18967,0.080378,-0.41849,0.095039,0.44218,-0.58093,0.23298,-0.46506,0.3291,-0.41735,0.11897,0.47141,-0.69589,-0.37608,-0.4225,-0.11182,-0.096906,0.057323,0.79336,-0.0071923,-0.18534
"AGID00433",80,"M0887","Old","BCL2",-0.21439,-0.28105,-0.015184,-0.10005,0.1522,0.073085,-0.20757,-0.13334,-0.96956,-0.6696,-0.33151,-0.29839,-0.079088,0.46243,-0.088457,-0.15242,0.097207,-0.15374,-0.57278,-0.50656,-0.35084,0.13462,-0.37387,-0.028759,-0.30065,-0.49648,-0.16308,-0.31184,-0.12178,-0.74984,-0.23899,-0.2143,-0.0071295,0.010346,-0.43715,-0.043033,-0.57956,0.20162,-0.11944,-0.60916,-0.32974,-0.066408,0.0062468,-0.080291,-0.25571,0.014654,-0.07188,-0.14107,-0.5675,0.32507,0.11625,-0.64519,0.13454,0.044669,-0.34419,0.16746,-0.45468,-0.22258,-0.13815,-0.10426,-0.37562,-0.25533,0.20515,-0.016911,-0.070104,-0.62303,0.099512,0.046797,-0.58308,1.4531,-0.16592,-0.067106,-0.1536,-0.065616,-0.44674,-0.14187,-0.060533,-0.28632,-0.31886,-0.017877,0.076418,-0.039261,-0.28848,-0.073832,-0.31915,-0.26824,-0.57432,-0.008672,0.075268,-0.40517,-0.51518,-0.3377,0.058607,-0.42339,-0.2171,0.040022,-0.32867,0.078764
"AGID00219",1299,"PAB8528","Old","BCL2A1",0.14666,0.15358,0.21048,0.23394,0.77765,0.5433,0.16431,0.33419,0.59505,0.2463,0.35069,0.83557,0.25606,0.051729,0.60328,0.11293,0.85548,0.28507,0.68762,0.29182,0.22385,0.8133,0.3383,0.13281,0.18668,-0.89,0.0088663,0.36137,0.30924,0.52949,0.15941,0.74017,0.27282,0.58771,0.053391,0.29969,0.78327,0.24915,0.021379,0.68485,0.074835,-0.021914,0.20591,0.53838,0.61371,0.82052,0.30654,0.36517,0.055157,0.9143,0.1193,0.71578,0.31888,0.37614,0.30973,-0.10111,0.48292,0.70206,0.095436,0.5375,-1.9123,0.10751,0.51687,0.48915,0.091975,0.73726,0.50555,0.027873,0.24804,0.075562,0.34507,0.52947,0.16011,-0.029446,0.56469,0.33404,0.63168,0.32095,0.36396,0.91949,0.58161,0.62094,0.33762,-0.032756,-0.00078999,0.15261,0.32933,0.50311,0.47301,0.20312,0.12364,0.63431,0.38537,0.12416,0.14713,0.47198,0.36292,0.44069
"AGID00012",84,"1018-1","Old","BCLXL",-0.35711,-0.2515,-0.037319,-0.21386,-0.19468,-0.18333,-0.50442,-0.40047,0.063449,-0.20661,0.1052,-0.072006,0.16762,0.29149,-0.11834,0.02505,0.0089842,-0.11411,0.038573,-0.28201,0.076989,-0.010746,0.34085,-0.017044,0.036821,0.091827,-0.29045,-0.14541,-0.60594,-0.1839,-0.31037,-0.35479,-0.0055482,0.18841,0.21117,-0.2693,-0.43629,0.059582,-0.30753,-0.010662,-0.058686,-0.21519,-0.16658,-0.0063093,0.037476,0.24915,-0.14467,-0.084356,0.55144,-0.34102,0.16348,0.11075,0.34145,0.3583,-0.082163,0.093662,-0.10699,-0.17257,-0.043708,-0.0040218,0.19643,-0.18233,-0.092956,-0.042613,-0.27509,0.18137,0.25144,0.18008,0.16049,0.10845,0.077971,-0.04728,0.071846,0.30393,0.15245,0.18303,0.0025627,0.042234,-0.056914,0.36649,0.00024292,0.35089,0.061789,-0.077768,0.17283,-0.0033472,0.60554,0.47212,0.33763,0.38076,-0.57618,-0.21526,0.11266,0.18496,0.37603,-0.29683,0.23238,-0.22909
"AGID00377",87,"sc-10086","Old","BECLIN",0.033375,-0.038153,0.082829,0.86958,0.18351,0.26998,-0.010848,0.33068,-0.41354,0.32047,0.40504,0.12526,0.42689,0.0055923,0.052092,0.13511,-0.65649,0.18418,0.22504,0.17838,0.19005,-0.0216,0.1075,0.14496,0.19282,0.49573,0.16106,0.24956,0.052421,0.056636,0.038904,0.20318,0.25262,0.1606,-0.028758,0.21973,-0.25085,0.16474,0.28259,0.25832,0.45151,0.21935,0.20832,-0.055486,0.14263,0.24577,0.46453,0.15993,0.20698,-0.30319,0.11006,0.38073,0.34768,0.021475,0.12584,0.2022,0.22943,0.08403,0.2553,0.15246,1.1273,0.20025,0.13178,0.03228,0.13772,-0.0079436,0.12774,0.33537,-0.079344,0.22813,0.32502,0.38485,0.20914,0.13388,0.10075,0.37821,-0.0096387,0.45692,0.33407,0.14058,0.33087,-0.15207,0.15355,0.33706,0.12581,0.57683,-0.090201,0.82541,0.20772,0.047987,0.22825,0.19488,0.32622,0.42199,0.17558,0.098067,0.079249,0.44793
"AGID00011",75,"9562","Old","BETACATENIN",0.21367,-0.41188,-0.81387,-0.69957,-1.4731,-1.4953,-0.19129,-0.57101,-2.984,-0.13907,-0.087612,-1.0333,-0.55724,-0.1969,-1.0901,-0.10913,-0.81905,-0.27206,-1.037,0.044567,0.51252,-2.1411,0.74599,0.19897,0.065134,-0.75548,0.16107,0.28947,0.15379,-0.61888,0.19015,-0.35165,-0.36828,-0.76365,0.84245,-1.1684,-3.133,-0.25859,-0.24874,-0.69904,0.17366,0.30831,-0.12356,-2.3789,-2.0807,-0.99972,-0.63972,-0.22285,0.27849,-1.8405,0.19743,-1.0157,-0.79187,-0.42523,-0.36652,-0.13857,-0.73055,-2.5927,-0.28796,-0.98605,0.70481,-0.50033,-0.75815,-1.1625,0.075893,-0.70442,-0.12688,0.5685,0.31813,-1.073,-0.51475,-0.82007,0.48574,0.88032,0.19391,-0.81065,-1.2854,-0.018047,-0.49105,-1.174,-1.0712,-0.49481,-0.80821,0.39733,-0.19014,-0.097573,0.3775,-0.0483,-0.182,-0.58384,-0.070972,-0.656,-1.2815,0.2881,-0.030638,-2.2507,0.35986,-1.3747
"AGID00013",88,"1008-1/ab32060","Old","BID",-0.025747,0.0019321,0.23357,0.2199,-0.0028759,0.36623,0.04307,0.063021,0.13037,-0.11714,-0.0084971,0.057329,-0.069854,0.027009,0.20416,-0.10713,0.36268,-0.069864,0.37089,-0.20475,-0.087996,0.18019,0.067662,-0.10993,-0.10716,0.14831,-0.14382,-0.19036,-0.03481,0.087444,0.011375,0.21546,-0.03692,0.052928,-0.013086,0.066071,0.19961,0.019258,-0.016756,0.39806,-0.081678,0.06259,0.10575,0.022993,0.20748,0.4378,0.081325,0.075059,-0.057171,0.22673,-0.15136,0.47441,0.13326,0.093389,-0.036495,-0.29758,0.18812,0.02855,-0.067791,0.088163,-0.22759,-0.087332,0.040859,0.17453,-0.013206,0.38694,0.1409,-0.2041,0.19373,-0.034855,-0.067612,0.061573,-0.16255,-0.2221,0.17921,-0.1171,0.28648,0.0083449,0.17431,0.423,0.54579,0.078913,0.11432,-0.085865,-0.14093,-0.15413,0.19133,0.10814,0.11797,0.55069,-0.2916,-0.08601,0.17227,-0.18994,-0.14877,0.067391,-0.0037336,-0.0049408
"AGID00180",90,"1036-1/ab32158","Old","BIM",-0.72902,-0.35566,-0.30404,-0.36906,-0.078795,-0.60111,-0.53442,-0.55652,-0.40792,-0.8678,-0.80075,-0.40361,-0.662,-0.089399,-0.52557,-0.18257,-0.21596,-0.33126,-0.56895,-0.36421,-0.27905,-0.27384,-0.12672,-0.082109,-0.51711,-0.79247,0.24223,-0.3787,-0.61428,-1.0588,-0.52071,-0.50334,-0.31723,-0.14094,-0.65726,-0.28875,-0.78647,-0.14755,-0.52312,-0.56877,-0.50514,-0.49398,-0.51202,-0.1733,0.079795,-0.36953,-0.25104,-0.17524,-0.49471,0.044946,0.29006,-0.48951,-0.29441,-0.41764,-0.50556,-0.055611,-0.2659,-0.26494,-0.12227,-0.75607,-0.37483,-0.41299,-0.13465,-0.19371,-0.43083,-0.60729,-0.18207,-0.38548,-0.0784,0.7887,-0.37838,-0.56166,-0.47439,0.063683,-0.55506,-0.23988,-0.53363,-0.22609,-0.51404,-0.37507,-0.73502,-0.40416,-0.53386,-0.63997,-0.70054,-0.43987,-0.46255,-0.6469,-0.092306,-0.84008,-0.84935,-0.11002,-0.44282,-0.3029,-0.53907,-0.38433,-0.46455,-0.58662
"AGID00221",1311,"610978","Set181","BiP-GRP78",0.183103870150089,0.321762251033094,0.498578536330277,0.198643862732246,0.221143641548526,0.0989805891905416,0.292554874669235,0.0566908873982085,0.288739532517221,0.0615793447520553,-0.18679811436944,-0.15634520091268,-0.086651868884596,0.170166342235975,0.12735081328619,-0.0178800605147315,0.365437147516491,-0.0369781160032575,0.0415908899932839,0.214173155686575,NA,0.4598032,0.07418971,0.2459026,0.1290143,0.01944531,0.02707045,0.4507777,-0.6509486,0.3490054,0.2065534,0.08621523,0.1149411,0.1981021,-0.07140605,0.2071625,-0.8925331,0.008380555,0.2661861,-0.7516479,-0.07442266,1.097964,0.901288,-0.6611338,-0.7214211,-0.9537538,-0.5146786,-0.6737864,-0.5046333,-0.2731805,-0.4763652,-0.1156228,-0.643399,-0.5108366,-0.6945853,-0.234545,-0.8320731,0.2814475,0.1604009,-0.05093542,-0.06454384,0.1755011,0.02181171,0.1881285,0.7264549,-0.002823759,-0.06663123,0.5041964,0.2898398,0.2017942,0.3219929,0.1741858,0.03488334,0.1958858,0.2348109,0.1453324,-0.09749491,0.1202838,0.1334684,0.04048547,0.08184684,0.08672994,-0.1235485,0.07120088,-0.001261808,0.0805751,0.1439265,0.1218345,0.1782915,0.9308763,0.2322622,0.102313,0.06887714,0.3611758,-0.02752335,0.2957535,-0.004738487,-0.9590449
"AGID00373",2194,"07-507","Set181","BMK1-Erk5_pT218_Y220",-0.0972384430260548,0.127352163646952,0.234437630660607,-0.0105035479422879,0.126048389671597,-0.171371613281742,0.00229042588178544,-0.0950245838570563,-0.0165139613970378,-0.0586098188578101,0.0545407904514146,0.390855331566817,0.0847713217889372,0.103863783776566,0.114022983743149,0.1344654713698,-0.308439619947887,0.130224939467562,0.0778414855382641,-0.0704980234462321,NA,0.4129296,-0.04163043,-0.1323998,0.0172158,0.1005247,-0.04032693,0.1416738,-0.0150865,0.09961898,0.02255837,-0.08401882,-0.003928811,0.08876931,0.0756101,0.0606222,3.229267,-0.170347,0.4656603,0.0002182776,-0.2346915,-0.2092179,0.0709208,0.4633778,0.2081909,-0.03814933,0.1725309,0.5231897,0.5075687,0.1395009,0.01036832,0.2536352,0.2674352,0.230284,-0.1388538,0.3384306,0.5231901,0.144144,-0.3359121,0.2495596,0.1738482,0.005703457,0.06777838,0.3156713,0.05195884,-0.00976711,0.06134711,-0.03988785,0.1133691,0.08494549,-0.08432559,-0.003138916,0.06779665,0.1208568,-0.09475013,0.1067181,0.2805873,0.06018992,0.0426117,-0.1448553,-0.0527046,0.01126024,-0.4557185,-0.04446178,-0.06009605,0.04311915,0.1343367,0.1450357,0.05772066,0.2514165,-0.3584265,0.4238573,-0.1077544,0.1023728,0.09311018,0.2555978,0.07419211,0.5491614
"AGID00355",92,"1647/ab33899","Old","BRAF",-0.587,-0.82942,-0.76545,-0.7859,-1.1287,-1.3651,-0.61569,-0.54843,-3.3417,-0.064217,-0.095909,-0.95686,-0.45987,0.016826,-0.48843,0.11573,-0.63291,-0.44696,-0.9212,-0.0068859,-0.27187,-1.3264,-0.37561,-0.2291,-0.2052,-0.56543,0.46217,0.12413,-0.58628,-1.2895,-0.41405,-1.0354,-0.17196,-0.79297,-0.38934,-0.8995,-1.9196,-0.2119,-0.13392,-0.55021,-0.19923,-0.22167,-0.48411,-1.0684,-0.69929,-0.3851,-0.47815,-0.43772,-0.13859,-0.39993,0.11328,-0.82994,-0.18867,-0.47257,-0.26504,-0.029825,-0.20047,-1.2232,-0.22833,-0.71767,-0.22826,-0.26041,-0.27085,-1.0076,-0.23231,-0.93342,-0.412,-0.28228,-0.053208,-0.055531,-0.14977,-0.45447,0.01011,-0.021096,-0.64637,-0.31855,-1.1629,-0.18828,-0.77601,-0.77553,-1.1352,-0.47937,-0.71857,-0.010507,0.35733,-0.12276,0.33801,-0.75244,-0.54934,-1.3462,-0.36325,-0.85941,-0.43017,-0.27319,-0.21128,-1.1045,-0.43125,-1.7776
"AGID00014",94,"2696","Old","BRAF_pS445",0.035207,-0.25228,0.033387,-0.14557,0.25954,0.30215,-0.13054,-0.09785,0.5012,0.013945,-0.0096808,0.028414,-0.31479,0.024129,-0.2129,0.0079054,-0.2385,-0.16722,-0.76699,-0.15107,-0.39481,0.33395,-0.6506,-0.21778,-0.047462,-0.17052,0.1571,0.098499,-0.051356,-0.25847,0.060237,-0.43462,-0.028283,0.077523,-0.23487,0.14238,0.17863,-0.074947,0.32608,-0.53925,-0.13356,0.06512,0.22932,0.14648,-0.1255,-0.43077,-0.15263,-0.29623,-0.22683,0.12278,0.010314,-0.58204,-0.094493,-0.26153,-0.29472,0.12698,-0.25519,0.10349,-0.041341,-0.5699,-0.06195,-0.17335,-0.016471,0.11709,0.11604,-0.81334,-0.065869,-0.051818,-0.099558,0.11957,-0.015421,-0.24282,0.01449,0.12725,-0.073952,0.040027,0.075656,-0.87689,-0.15926,-0.31862,-0.46131,-0.25831,-0.40679,-0.048391,0.076491,0.0086528,0.39532,-0.24969,-0.12638,0.28876,-0.016562,-0.028036,0.14201,0.059132,-0.17775,0.12082,-0.25034,-0.21314
"AGID00445",761,"9012","Old","BRCA2",-0.080953,0.033026,0.34639,0.02483,-0.038794,-0.064568,-0.12787,-0.040647,1.1757,0.038133,0.19244,0.063086,0.030713,-0.11344,0.31395,-0.026255,0.35184,0.11888,0.43744,0.034385,-0.0068551,0.42427,0.32069,0.063086,-0.12385,0.23187,-0.17676,-0.12353,-0.38636,-0.39777,-0.2353,0.27181,0.073262,0.078526,-0.0031423,0.12375,0.60213,0.1155,-0.059505,0.49388,0.084089,-0.064878,-0.073867,0.27613,0.41346,0.51433,0.21191,0.11575,-0.067557,0.52641,-0.083274,0.43497,0.18468,0.20005,0.12624,-0.11989,0.29161,0.35463,0.0061769,0.063086,0.064096,-0.040599,0.19209,0.31474,-0.0021395,0.4914,0.29061,-0.14753,0.22776,-0.10469,0.051357,0.13017,-0.06228,-0.14614,0.20409,0.22256,0.40188,0.21723,0.28033,0.51865,0.37426,0.33955,0.17935,-0.055585,-0.037571,0.012607,0.046168,0.01226,0.17165,-0.0024408,0.024254,0.22133,0.24552,-0.14921,-0.062971,0.20597,0.094223,-0.076024
"AGID00266",1567,"13440","Old","BRD4",-1.1078,-0.79205,-1.0195,-1.4004,-0.75378,-1.1365,-1.0945,-1.3316,-1.1371,-0.18881,-0.31707,-0.83344,-0.31907,-0.30765,-0.72922,0.13294,-0.67765,-0.22153,-0.68821,-0.13486,0.4167,-0.57064,-0.058508,0.17598,0.062385,-0.2564,0.54755,-0.11482,-1.1058,-0.903,-0.88973,-1.0089,-0.16109,-0.26792,-0.038884,-0.51018,-1.317,-0.20867,-0.62177,-0.27186,-0.0084095,-0.47157,-0.80239,-0.56922,-0.73598,-0.25307,-0.28962,-0.15868,-0.16422,-0.7247,0.28166,-0.85466,-0.2495,-0.40067,-0.10677,-0.017759,0.031532,-0.64133,0.0678,-0.39456,-0.045306,-0.097887,-0.061044,-0.74002,-0.12351,-0.50529,-0.13976,-0.34793,0.18935,0.57418,0.19004,-0.48586,0.13703,0.011209,-0.029714,-0.25476,-0.90135,-0.12684,-0.38863,-0.58449,-0.96377,-0.50824,-0.54306,0.025269,0.15898,-0.020476,-0.028698,-0.45573,-0.33374,-1.3327,-1.0785,-1.1395,-0.41674,-0.3313,0.09253,-0.70333,-0.086496,-0.99932
